Title;Authors;DOI;Removed (Title);Removed (Abstract)
Automated design of crankcases: the ‘Carter’ system;Marie Reynier and Jean-Marc Fouet;10.1016/0010-4485(84)90204-5;1;1
Automated playtesting in collectible card games using evolutionary algorithms: A case study in hearthstone;Pablo García-Sánchez and Alberto Tonda and Antonio M. Mora and Giovanni Squillero and Juan Julián Merelo;10.1016/j.knosys.2018.04.030;1;1
Automated repair of fragmented tracks with 1D CNNs;Md Sohel Rana and Aiden Nibali and Zhen He and Stuart Morgan;10.1016/j.imavis.2020.103982;1;1
Automated Sequencing and Subassembly Detection in Assembly Planning;G. Dini and M. Santochi;10.1016/S0007-8506(07)61140-8;1;1
Automatic Proposal of Assembly Work Plans with a Controlled Natural Language;M. Manns and R. Wallis and J. Deuse;10.1016/j.procir.2015.06.079;1;1
Automatic simulation models generation in industrial systems: A systematic literature review and outlook towards simulation technology in the Industry 5.0;Antonio Cimino and Mohaiad Elbasheer and Francesco Longo and Giovanni Mirabelli and Vittorio Solina and Pierpaolo Veltri;10.1016/j.jmsy.2025.03.027;1;1
Automatic visual lip reading: A comparative review of machine-learning approaches;Khosro Rezaee and Maryam Yeganeh;10.1016/j.rineng.2025.107171;1;1
Automation in LCA, reconciliation of inventory data: case study on manufactured products subject to the French RE2020 building regulation to validate the proposed method;A. Bertrand and T. Bauer and C. Charbuillet and M. Bonte and M. Voyer and N. Perry;10.1016/j.procir.2024.12.003;1;1
Automation technologies for the industrialized housing manufacturing industry;T.R. Branson and A.K. Eishennawy and W.W. Swart and Subrato Chandra;10.1016/0360-8352(90)90186-P;1;1
AUTOMODL, a 3D modeller for welded steel structures;K. Jacobsen;10.1016/0010-4485(84)90202-1;1;1
Automotive Software Product Lines for ECU Software Configuration: A Systematic Literature Review;Yannick Lindebauer and Richard {von Esebeck;10.1016/j.jss.2025.112716;1;1
Autonomous Agent Based Control/Supervision Architecture for Flexible Manufacturing Systems;J. Culita and S.I. Caramihai and A.M. Stanescu;10.1016/S1474-6670(17)39512-5;1;1
Autonomous negotiation for resource allocation of multiple sectors in the TFT-LCD manufacturing industry;Kung-Jeng Wang and Jing-Min Lin;10.1016/j.jmsy.2020.01.008;1;1
Availability of material streams in hybrid push/pull shop floor control system;Ł. Hadas and A. Stachowiak and P. Cyplik and I. Jozwiak and M. Fertsch;10.3182/20140824-6-ZA-1003.02250;1;1
Basic structure of a proposed building product model;B.-C. Björk;10.1016/0010-4485(89)90141-3;1;1
Basic structure of lessons learned approach to improve manufacturing processes: A case study;S. Bracke and B. Ulutas;10.1016/j.ifacol.2019.11.327;1;1
Battery technology for sustainable aviation: a review of current trends and future prospects;Tavish Pattanayak and Dimitri Mavris;10.1016/j.apenergy.2025.126356;1;1
Behavior-Aware Real-Time Navigation for Safer Driving Routes;Hajar Lazar and Zahi Jarir;10.1016/j.procs.2025.10.193;1;1
Beyond architecture: Hyperparameter optimization for YOLOv8m in multi-class textile defect detection;Fajar Pitarsi Dharma and Moses Laksono Singgih and Dedy Dwi Prastyo;10.1016/j.rineng.2025.108356;1;1
Bi-READ: Bi-Residual AutoEncoder based feature enhancement for video anomaly detection;Rangachary Kommanduri and Mrinmoy Ghorai;10.1016/j.jvcir.2023.103860;1;1
Bidirectional trained tree-structured decoder for Handwritten Mathematical Expression Recognition;Hanbo Cheng and Chenyu Liu and Pengfei Hu and Zhenrong Zhang and Jiefeng Ma and Jun Du;10.1016/j.patcog.2025.111599;1;1
BinCoFer: Three-stage purification for effective C/C++ binary third-party library detection;Yayi Zou and Yixiang Zhang and Guanghao Zhao and Yueming Wu and Shuhao Shen and Cai Fu;10.1016/j.jss.2025.112480;1;1
Biomedical applications of advanced textiles: From wound healing to wearable health monitoring systems;Md. Riad Hossen and Mohammad Samiul Alam and Sabbir Hasan and Md. Iqbal Hossain;10.1016/j.bea.2025.100199;1;1
Blockchain Adoption in Product Lifecycle Management: Challenges and Potential Directions;Mubashir Hayat and Herwig Winkler;10.1016/j.procir.2023.08.022;1;1
Blockchain-as-a-Service and Blockchain-as-a-Partner: Implementation options for supply chain optimization;Paolo Bottoni and Claudio {Di Ciccio;10.1016/j.bcra.2022.100119;1;1
Book reports;;10.1016/0898-1221(90)90351-J;1;1
Boosting efficiency and reducing graph reliance: Basis adaptation integration in Bayesian multi-fidelity networks;Xiaoshu Zeng and Gianluca Geraci and Alex A. Gorodetsky and John D. Jakeman and Roger Ghanem;10.1016/j.cma.2024.117657;1;1
Brownfield Development of Platforms for Changeable Manufacturing;Daniel G.H. Sorensen and Thomas Ditlev Brunoe and Kjeld Nielsen;10.1016/j.procir.2019.03.239;1;1
Brownfield Process: A method for modular product family development aiming for product configuration;Jarkko Pakkanen and Tero Juuti and Timo Lehtonen;10.1016/j.destud.2016.04.004;1;1
Building Information Modeling (BIM) for transportation infrastructure – Literature review, applications, challenges, and recommendations;Aaron Costin and Alireza Adibfar and Hanjin Hu and Stuart S. Chen;10.1016/j.autcon.2018.07.001;1;1
Building Organizational and Project Readiness for AI: A Dialectical Approach;Daniel Erian Armanios and Christopher L. Tucci;10.1016/j.ijproman.2025.102792;1;1
Building-Ecofit: An Extended Framework for Residential Home Retrofitting;Jakob Fiebing and Jannis David and Thomas Volling;10.1016/j.ifacol.2025.09.182;1;1
Business and human rights in Industry 4.0: A blueprint for collaborative human rights due diligence in the Factories of the Future;Ivo Emanuilov and Katerina Yordanova;10.1016/j.jrt.2022.100028;1;1
C;;10.1016/B978-0-8155-1516-6.50012-4;1;1
CAD model based virtual assembly simulation, planning and training;Ming C. Leu and Hoda A. ElMaraghy and Andrew Y.C. Nee and Soh Khim Ong and Michele Lanzetta and Matthias Putz and Wenjuan Zhu and Alain Bernard;10.1016/j.cirp.2013.05.005;1;1
CAE/CAD/CAM PERSPECTIVE AT CHRYSLER CORPORATION;G.J. Oiling;10.1016/B978-0-444-89465-6.50082-X;1;1
Can Uncertainty Management Be Realized In A Finite Totally Ordered Probability Algebra?;Yang Xiang and Michael P. Beddoes and David Poole;10.1016/B978-0-444-88738-2.50011-7;1;1
CausalOps — Towards an industrial lifecycle for causal probabilistic graphical models;Robert Maier and Andreas Schlattl and Thomas Guess and Jürgen Mottok;10.1016/j.infsof.2024.107520;1;1
Centroid prior topic model for multi-label classification;Ximing Li and Jihong Ouyang and Xiaotang Zhou;10.1016/j.patrec.2015.04.012;1;1
Challenges and Opportunities in Product Life Cycle Management in the Context of Industry 4.0;Xinxiang Ji and Shiva Abdoli;10.1016/j.procir.2023.04.002;1;1
Changing significance of embodied energy: A comparative study of material specifications and building energy sources;Saheed O. Ajayi and Lukumon O. Oyedele and Olusegun M. Ilori;10.1016/j.jobe.2019.02.008;1;1
Chapter 1 - Applications of porous media in biological transport modeling;Khalil Khanafer and Kambiz Vafai;10.1016/B978-0-323-85740-6.00014-5;1;1
Chapter 1 - History of graph computing and graph databases;Ricky Sun;10.1016/B978-0-443-14162-1.00004-0;1;1
Chapter 1 - Introduction to schematic capture;Chris Schroeder;10.1016/B978-075069700-2/50001-2;1;1
Chapter 1 - Why CIM is important;;10.1016/B978-0-7506-0811-4.50006-3;1;1
Chapter 1.3 - Production management - the key to successful manufacturing;Manfred Weck and Walter Eversheim and Wilfried König and Tilo Pfeifer;10.1016/B978-0-7506-1262-3.50006-X;1;1
Chapter 10 - Alternative and mixed-mode high-efficiency power amplifiers;Andrei Grebennikov and Marc J. Franco;10.1016/B978-0-12-821448-0.00015-X;1;1
Chapter 11 - Customer/supplier communication;Alan Weatherall;10.1016/B978-0-408-00733-7.50016-5;1;1
Chapter 11 - Knowledge Engineering for Configuration Systems;Gerhard Friedrich and Dietmar Jannach and Markus Stumptner and Markus Zanker;10.1016/B978-0-12-415817-7.00011-6;1;1
Chapter 11 - Normative modeling for clinical neuroscience;Andre Marquand and Saige Rutherford and Thomas Wolfers;10.1016/B978-0-443-13480-7.00014-4;1;1
Chapter 11 Putting it all together: Requirements for a CSCW platform;Kjeld Schmidt and Tom Rodden;10.1016/S0923-8433(96)80013-X;1;1
Chapter 12 - Detection of mental health and depression using deep learning;Ansh Badoni and Parul Madan and Rajeev Sharma and Ankit Vishnoi and Manoj Diwakar and Prabhishek Singh and Sarthak Singh Rawat;10.1016/B978-0-443-26747-5.00012-4;1;1
Chapter 14 - Designing for Special Populations;Katrin E. {Kroemer Elbert;10.1016/B978-0-12-813296-8.00014-1;1;1
Chapter 14 - Digital twins and cyber-physical system architecture for smart factory;A. Kodieswari and K.R. Sabarmathi and A. Kavitha and N.R. Gayathiri;10.1016/B978-0-323-99205-3.00001-8;1;1
Chapter 14 - Predictive modeling for heart disease using machine learning: techniques, applications, and future directions;Mohammad Shahnawaz Shaikh;10.1016/B978-0-443-26747-5.00004-5;1;1
CHAPTER 14 - Upside-Down ∀s and Algorithms—Computational Formalisms and Theory;Alan Dix;10.1016/B978-155860808-5/50014-9;1;1
Chapter 15 - Collaborating on Multifunctional Teams to Commercialize Medical Products;Joseph Tranquillo and Jay Goldberg and Robert Allen;10.1016/B978-0-12-816444-0.00015-8;1;1
Chapter 15 - THE YEARS OF FILES AND DATA-BASES;BOB WALRAET;10.1016/B978-0-444-87128-2.50023-6;1;1
Chapter 16 - Human–AI Cocreativity: Exploring synergies across levels of creative collaboration;Jennifer Haase and Sebastian Pokutta;10.1016/B978-0-443-34073-4.00009-5;1;1
Chapter 17 - Automated detection of diabetic retinopathy from gray-scale fundus images using GLCM and GLRLM-based textural features—a comparative study;Subhanshu Gupta and Dilip Singh Sisodia;10.1016/B978-0-443-15999-2.00011-6;1;1
Chapter 18 - Revolutionizing railway maintenance: the advent of inspection robots;Guoqing Jing and Xuanyang Qin;10.1016/B978-0-443-33368-2.00019-3;1;1
Chapter 2 - Architecture and design choices for federated learning in modern digital healthcare systems;Konstantinos A. Koutsopoulos and Christoph Thümmler and Angelica Avila Castillo and Alice Abend and Stefan Covaci and Benjamin Ertl and Giannis Ledakis and Stéphane Lorin and Vincent Thouvenot and Sahar Haddad and Gouenou Coatrieux and Reda Bellafqira and Alessandro Bassi;10.1016/B978-0-443-13897-3.00002-3;1;1
Chapter 2 - Business perspectives for CIM;Alan Weatherall;10.1016/B978-0-408-00733-7.50007-4;1;1
Chapter 2 - Prediction of lateral and oblique load for batter pile group using GRNN, NN, and ANFIS;Tanvi Singh and Mahesh Pal;10.1016/B978-0-12-821205-9.00008-3;1;1
Chapter 2 - Soft robotics in medical applications: State of the art, challenges, and recent advances;Mostafa Kaviri and Ali Jafari Fesharaki and Soroush Sadeghnejad;10.1016/B978-0-443-18460-4.00009-3;1;1
CHAPTER 2 - The Semantics of Data;Bob WALRAET;10.1016/B978-0-444-89131-0.50012-7;1;1
Chapter 20 - Federated learning for privacy-preserving speech recognition;Chao-Han Huck Yang and Sabato Marco Siniscalchi;10.1016/B978-0-44-319037-7.00030-2;1;1
Chapter 20 - YEARS OF WAR AND METHODS;BOB WALRAET;10.1016/B978-0-444-87128-2.50028-5;1;1
Chapter 21 - Sources;Peter Wayner;10.1016/B978-0-12-738765-9.50026-5;1;1
Chapter 27 - Product Configuration in SAP: A Retrospective;Albert Haag;10.1016/B978-0-12-415817-7.00027-X;1;1
Chapter 3 - Geospatial technologies for the management of pest and disease in crops;Manjeet Singh and Aseem Vermaa and Vijay Kumar;10.1016/B978-0-443-18953-1.00002-7;1;1
Chapter 3 - IRACON channel measurements and models;Sana Salous and Davy Gaillot and Jose-Maria Molina-Garcia-Pardo and Ruisi He and Kentaro Saito and Ke Guan and Marina Barbiroli and Juan Pascual-Garcia and Katsuyuki Haneda;10.1016/B978-0-12-820581-5.00009-2;1;1
Chapter 3 - Key Concepts;Danette McGilvray;10.1016/B978-0-12-818015-0.00009-8;1;1
Chapter 3 - Principles of tissue stress;Andrew Horwood and Nachiappan Chockalingam;10.1016/B978-0-323-85212-8.00003-1;1;1
Chapter 3 - Rehabilitation robotics:History, applications, and recent advances;Soroush Sadeghnejad and Vida Shams Esfand Abadi and Bahram Jafari;10.1016/B978-0-443-18460-4.00008-1;1;1
Chapter 3 - Teaching Yourself, Bottom-Up (Small Embedded Systems);Lewin A.R. W. Edwards;10.1016/B978-075067953-4/50003-X;1;1
Chapter 35 - Biomechanical analysis of artificial knee joint components;Osman İyibilgin and Serbülent Türk and Mehmet İskender Özsoy and Fehim Findik and Mahmut Özacar;10.1016/B978-0-323-90597-8.00028-1;1;1
Chapter 4 - Data and Information Fusion From Disparate Asset Management Sources;Diego Galar and Uday Kumar;10.1016/B978-0-12-811153-6.00004-X;1;1
Chapter 4 - Hardware architecture choices;Wim Rouwet;10.1016/B978-0-443-32840-4.00004-6;1;1
Chapter 4 - Memristive spiking neurons for neuromorphic applications;Xumeng Zhang and Yanting Ding and Yue Yang and Pei Chen and Qi Liu;10.1016/B978-0-443-29981-0.00012-4;1;1
CHAPTER 4 - SPICE Simulation;Paul M. Brown;10.1016/B978-0-12-136970-5.50007-7;1;1
Chapter 4 - Teaching Yourself, Top-Down (Large Embedded Systems);Lewin A.R. W. Edwards;10.1016/B978-075067953-4/50004-1;1;1
Chapter 4 - The Ten Steps Process;Danette McGilvray;10.1016/B978-0-12-818015-0.00006-2;1;1
Chapter 46 - Intelligent Interface Design;M.H. Chignell and P.A. Hancock;10.1016/B978-0-444-70536-5.50051-8;1;1
Chapter 5 - AN OPEN-ARCHITECTURE APPROACH TO KNOWLEDGE-BASED CAD;David J. Mishelevich and Matti Katajämaki and Tapio Karras and Alan Axworthy and Hannu Lehtimäki and Asko Riitahuhta and Raymond E. Levitt;10.1016/B978-0-08-092602-5.50012-3;1;1
Chapter 5 - Building performance simulation tools;Marco Casini;10.1016/B978-0-12-821797-9.00004-0;1;1
Chapter 5 - Conceptual Views for CIM;;10.1016/B978-0-444-81923-9.50010-1;1;1
Chapter 5 - Development of expert system for skin disease identification;Saptarshi Chatterjee and Debangshu Dey and Sugata Munshi;10.1016/B978-0-323-91211-2.00003-2;1;1
Chapter 5 - Intelligent Cutting System of Shield Machines;Huayong Yang and Jianbin Li;10.1016/B978-0-443-34237-0.00005-4;1;1
Chapter 5 - M2M and IoT Technology Fundamentals;Jan Höller and Vlasios Tsiatsis and Catherine Mulligan and Stamatis Karnouskos and Stefan Avesand and David Boyle;10.1016/B978-0-12-407684-6.00005-X;1;1
Chapter 5 - Measuring process performance;Paul Harmon;10.1016/B978-0-12-815847-0.00005-4;1;1
Chapter 5 - Performance- and function-oriented innovative structures;Xiaoyong Tian and Tengfei Liu and Zhanghao Hou and Lingling Wu;10.1016/B978-0-443-13599-6.00005-0;1;1
Chapter 5 - Physiologic and Medical Assessments of Respiratory Mechanics and Ventilation;David W. Kaczka and Jacob Herrmann and Monica L. Hawley;10.1016/B978-0-323-95884-4.00007-X;1;1
